epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,2316.65,0.26345,2.42691,0.18153,0.24006,0.91068,0.99824,1,0.995,0.95439,0.93297,0.93333,0.92755,0.45178,0.35605,2.44639,0.14731,0.29088,0.64633,0.00152876,0.00152876,0.00152876
121,2335.78,0.27686,2.53437,0.17774,0.24027,0.92536,0.99822,1,0.995,0.95372,0.9328,0.93333,0.92658,0.47217,0.3856,2.3592,0.15893,0.31023,0.67578,0.0015248,0.0015248,0.0015248
122,2354.83,0.27899,2.60641,0.18073,0.24989,0.92304,0.99821,1,0.995,0.96396,0.83322,0.83333,0.78183,0.33028,0.34893,2.64665,0.15698,0.32362,0.63756,0.00152084,0.00152084,0.00152084
123,2373.78,0.26151,2.57702,0.16836,0.23928,0.91774,0.99816,1,0.995,0.95354,0.93288,0.93333,0.93813,0.44467,0.3371,2.48613,0.15289,0.30734,0.6433,0.00151688,0.00151688,0.00151688
124,2392.89,0.27207,2.45835,0.17805,0.24664,0.93064,0.99822,1,0.995,0.96151,0.96574,0.96667,0.98184,0.42751,0.35209,2.37141,0.15466,0.29914,0.64093,0.00151292,0.00151292,0.00151292
125,2411.91,0.28997,2.37033,0.18155,0.25753,0.94261,0.99818,1,0.995,0.93436,0.86574,0.86667,0.84326,0.37215,0.39953,2.44398,0.15574,0.31999,0.67406,0.00150896,0.00150896,0.00150896
126,2431.07,0.28421,2.54038,0.17821,0.24819,0.93582,0.99816,1,0.995,0.92897,0.83279,0.83333,0.79663,0.32724,0.41197,2.59419,0.15159,0.31139,0.68386,0.001505,0.001505,0.001505
127,2450.22,0.30166,2.57275,0.17533,0.26233,0.93893,0.99824,1,0.995,0.90663,0.90142,0.9,0.88899,0.49211,0.45871,2.42533,0.15735,0.33245,0.7284,0.00150104,0.00150104,0.00150104
128,2469.26,0.27531,2.78394,0.18258,0.25219,0.93462,0.99825,1,0.995,0.95215,0.8999,0.9,0.89808,0.34282,0.35013,2.64618,0.16219,0.31423,0.66622,0.00149708,0.00149708,0.00149708
129,2488.4,0.31925,2.31514,0.17574,0.25577,0.94378,0.99821,1,0.995,0.92269,0.93163,0.93333,0.91212,0.44799,0.43813,2.36533,0.15408,0.3125,0.70725,0.00149312,0.00149312,0.00149312
130,2507.3,0.29578,2.39999,0.18069,0.25443,0.92154,0.99828,1,0.995,0.94604,0.965,0.96667,0.95517,0.45304,0.40276,2.34885,0.15542,0.31682,0.68156,0.00148916,0.00148916,0.00148916
131,2526.13,0.2996,2.33925,0.18186,0.26481,0.93157,0.9982,1,0.995,0.92254,0.9982,1,0.995,0.47265,0.42458,2.38008,0.15544,0.32094,0.69169,0.0014852,0.0014852,0.0014852
132,2544.88,0.29291,2.53713,0.17627,0.25934,0.92269,0.99825,1,0.995,0.95172,0.86999,0.86667,0.84303,0.39219,0.35178,2.44377,0.15605,0.30427,0.63393,0.00148124,0.00148124,0.00148124
133,2563.66,0.28694,2.5058,0.18283,0.25435,0.92293,0.99831,1,0.995,0.94102,0.94261,0.93333,0.95931,0.42375,0.40548,2.38209,0.15541,0.3015,0.64897,0.00147728,0.00147728,0.00147728
134,2582.51,0.27823,2.66788,0.1766,0.24419,0.92762,0.99826,1,0.995,0.95199,0.86652,0.86667,0.85149,0.33686,0.3593,2.63284,0.15145,0.30155,0.63763,0.00147332,0.00147332,0.00147332
135,2601.86,0.29178,2.81307,0.17133,0.25694,0.91136,0.9982,1,0.995,0.94824,0.8992,0.9,0.90428,0.41826,0.35085,2.94121,0.15139,0.28898,0.63925,0.00146936,0.00146936,0.00146936
136,2621.67,0.27911,2.67072,0.1835,0.25777,0.90075,0.99809,1,0.995,0.95169,0.93248,0.93333,0.96094,0.49411,0.34245,2.75453,0.14589,0.28166,0.62724,0.0014654,0.0014654,0.0014654
137,2640.86,0.2662,2.56139,0.16784,0.24111,0.91287,1,1,0.995,0.96365,0.93333,0.93333,0.95509,0.5234,0.35366,2.27845,0.14831,0.28712,0.64605,0.00146144,0.00146144,0.00146144
138,2661.1,0.2706,2.47147,0.17875,0.24553,0.92756,0.99827,1,0.995,0.944,0.89944,0.9,0.91219,0.45456,0.36414,2.30647,0.14696,0.30304,0.6588,0.00145748,0.00145748,0.00145748
139,2680.31,0.24058,2.27112,0.1691,0.23985,0.91138,0.99816,1,0.995,0.94942,0.93283,0.93333,0.94049,0.47821,0.37632,2.21303,0.15134,0.30859,0.67521,0.00145352,0.00145352,0.00145352
140,2699.52,0.26579,2.13625,0.18225,0.24662,0.91492,0.99815,1,0.995,0.9406,0.89944,0.9,0.88067,0.41607,0.37482,2.28485,0.15765,0.32728,0.67413,0.00144956,0.00144956,0.00144956
141,2718.43,0.26839,2.31524,0.18538,0.25086,0.91205,0.99826,1,0.995,0.93222,0.93171,0.93333,0.90667,0.43871,0.36825,2.14907,0.15123,0.33157,0.64577,0.0014456,0.0014456,0.0014456
142,2737.4,0.28357,2.19163,0.1787,0.24849,0.92886,0.99821,1,0.995,0.94326,0.966,0.96667,0.97773,0.43994,0.37599,2.14585,0.1541,0.31513,0.66934,0.00144164,0.00144164,0.00144164
143,2756.47,0.28548,2.05751,0.17299,0.2451,0.90581,0.99819,1,0.995,0.91253,0.93164,0.93333,0.93653,0.43389,0.42252,2.18683,0.1525,0.29725,0.67991,0.00143768,0.00143768,0.00143768
144,2775.59,0.2606,2.03116,0.17049,0.23741,0.90882,0.99815,1,0.995,0.96196,0.96665,0.96667,0.97686,0.56205,0.33886,1.90866,0.15558,0.31399,0.63313,0.00143372,0.00143372,0.00143372
145,2794.76,0.2813,2.09333,0.16828,0.24767,0.92574,0.99816,1,0.995,0.95332,0.99001,0.96667,0.97714,0.48747,0.33334,2.1299,0.15393,0.30649,0.62863,0.00142976,0.00142976,0.00142976
146,2813.85,0.28145,2.2414,0.18101,0.25981,0.93445,0.99807,1,0.995,0.93516,0.96476,0.96667,0.97281,0.52643,0.39993,1.97905,0.15059,0.34651,0.69159,0.0014258,0.0014258,0.0014258
147,2832.79,0.27169,2.23581,0.176,0.25151,0.91502,0.99817,1,0.995,0.94479,0.9649,0.96667,0.94805,0.36925,0.36947,2.64617,0.15039,0.29234,0.65104,0.00142184,0.00142184,0.00142184
148,2851.72,0.26647,2.43284,0.17593,0.23976,0.92395,0.99822,1,0.995,0.94882,0.99822,1,0.995,0.49937,0.38081,2.20955,0.15467,0.32047,0.66095,0.00141788,0.00141788,0.00141788
149,2870.69,0.27225,2.23352,0.16886,0.24075,0.92804,0.9982,1,0.995,0.90618,0.96517,0.96667,0.97911,0.50967,0.4363,2.11895,0.1665,0.36176,0.7201,0.00141392,0.00141392,0.00141392
150,2889.73,0.27332,2.25732,0.1837,0.24876,0.89422,0.99824,1,0.995,0.93234,0.96613,0.96667,0.97838,0.55492,0.3907,2.02712,0.16746,0.32706,0.68583,0.00140996,0.00140996,0.00140996
151,2908.75,0.273,2.3175,0.16461,0.22874,0.92575,0.99828,1,0.995,0.93412,0.96783,0.96667,0.97991,0.59774,0.3852,2.04474,0.16465,0.32364,0.65753,0.001406,0.001406,0.001406
152,2928.58,0.27672,2.28421,0.17055,0.24461,0.91601,0.9982,1,0.995,0.91644,0.9982,1,0.995,0.49287,0.39874,2.15521,0.14738,0.30904,0.66669,0.00140204,0.00140204,0.00140204
153,2947.93,0.28018,2.08617,0.17902,0.2524,0.91199,0.9982,1,0.995,0.91804,0.9982,1,0.995,0.52257,0.39282,2.02543,0.14776,0.32713,0.65687,0.00139808,0.00139808,0.00139808
154,2967.13,0.27977,1.9953,0.16695,0.25302,0.91767,0.99815,1,0.995,0.92298,0.96488,0.96667,0.96007,0.5317,0.38517,1.78427,0.14326,0.29375,0.64968,0.00139412,0.00139412,0.00139412
155,2986.71,0.25913,2.14296,0.17765,0.24067,0.9054,0.99821,1,0.995,0.94587,0.96494,0.96667,0.97515,0.45151,0.37879,2.10037,0.14335,0.28942,0.64984,0.00139016,0.00139016,0.00139016
156,3005.94,0.26448,2.23008,0.17421,0.2478,0.92102,0.99812,1,0.995,0.90562,0.83177,0.83333,0.83702,0.31392,0.4318,2.99906,0.15817,0.35332,0.70036,0.0013862,0.0013862,0.0013862
157,3024.65,0.27851,2.08987,0.18285,0.25392,0.91368,1,1,0.995,0.90061,0.93333,0.93333,0.94603,0.5798,0.48563,2.01195,0.14988,0.35225,0.74373,0.00138224,0.00138224,0.00138224
158,3043.68,0.27728,2.08268,0.16657,0.24236,0.90681,1,1,0.995,0.9398,0.96667,0.96667,0.98007,0.54278,0.38168,2.13527,0.14282,0.33658,0.65819,0.00137828,0.00137828,0.00137828
159,3062.69,0.27462,2.01146,0.17027,0.24162,0.92148,0.99817,1,0.995,0.9405,0.99817,1,0.995,0.62319,0.39126,1.8927,0.14668,0.32099,0.67054,0.00137432,0.00137432,0.00137432
160,3082.16,0.24814,2.08139,0.17941,0.24559,0.90581,0.99705,1,0.995,0.93258,0.99705,1,0.995,0.5648,0.33871,1.69362,0.14346,0.29173,0.62772,0.00137036,0.00137036,0.00137036
161,3101.28,0.23835,1.97102,0.16643,0.22523,0.91925,0.99823,1,0.995,0.95566,0.96495,0.96667,0.95993,0.54248,0.33794,1.88664,0.14564,0.28606,0.62875,0.0013664,0.0013664,0.0013664
162,3120.87,0.23871,1.89047,0.15634,0.22985,0.90794,0.99825,1,0.995,0.9548,0.96498,0.96667,0.9764,0.60868,0.35611,1.68369,0.14668,0.29086,0.64105,0.00136244,0.00136244,0.00136244
163,3140.74,0.24567,1.87241,0.16512,0.22172,0.90909,0.99822,1,0.995,0.94655,0.93221,0.93333,0.96345,0.61032,0.36342,1.63019,0.14577,0.30983,0.64117,0.00135848,0.00135848,0.00135848
164,3159.87,0.24415,1.92969,0.16973,0.22816,0.91287,1,1,0.995,0.93557,0.96667,0.96667,0.9814,0.56802,0.3997,1.78744,0.14446,0.30546,0.66055,0.00135452,0.00135452,0.00135452
165,3179.2,0.26279,2.0718,0.16899,0.23251,0.92514,1,1,0.995,0.93899,0.93333,0.93333,0.9403,0.54019,0.39101,2.06007,0.14241,0.30533,0.65349,0.00135056,0.00135056,0.00135056
166,3199.02,0.25492,1.94715,0.17194,0.23927,0.91028,0.99819,1,0.995,0.93902,0.99819,1,0.995,0.61468,0.37835,1.73389,0.14373,0.28655,0.64265,0.0013466,0.0013466,0.0013466
167,3218.33,0.24955,1.93831,0.16402,0.235,0.93184,0.99815,1,0.995,0.9338,0.93216,0.93333,0.96035,0.54004,0.3802,1.93598,0.14599,0.32521,0.64604,0.00134264,0.00134264,0.00134264
168,3237.26,0.24605,1.82943,0.17058,0.23308,0.89648,1,1,0.995,0.9503,0.9,0.9,0.93936,0.56549,0.35057,1.89735,0.14301,0.28902,0.62362,0.00133868,0.00133868,0.00133868
169,3256.41,0.25555,2.06676,0.16957,0.22997,0.89828,0.9982,1,0.995,0.95743,0.93165,0.93333,0.93936,0.60093,0.33774,1.93313,0.14478,0.28705,0.62979,0.00133472,0.00133472,0.00133472
170,3275.6,0.25239,2.12174,0.18037,0.22761,0.88865,0.96774,1,0.995,0.96162,0.96774,1,0.995,0.4741,0.35169,2.01038,0.14785,0.33915,0.63126,0.00133076,0.00133076,0.00133076
171,3294.58,0.24524,2.01829,0.16377,0.23654,0.90538,0.99821,1,0.995,0.95398,0.9649,0.96667,0.95951,0.59531,0.36332,1.89455,0.14615,0.32713,0.65002,0.0013268,0.0013268,0.0013268
172,3313.5,0.24424,1.82637,0.17016,0.22893,0.911,0.99825,1,0.995,0.95008,0.96497,0.96667,0.97982,0.51333,0.36511,1.89615,0.15405,0.29336,0.65383,0.00132284,0.00132284,0.00132284
173,3332.42,0.23768,1.78741,0.17709,0.22168,0.87885,0.99829,1,0.995,0.94154,0.96501,0.96667,0.95935,0.59831,0.38122,1.73592,0.15902,0.31754,0.68556,0.00131888,0.00131888,0.00131888
174,3351.35,0.252,1.78279,0.1675,0.22541,0.90157,0.99823,1,0.995,0.95994,0.96495,0.96667,0.97798,0.62007,0.36128,1.82866,0.15014,0.32046,0.645,0.00131492,0.00131492,0.00131492
175,3370.69,0.24693,1.78052,0.17778,0.22641,0.89077,0.99817,1,0.995,0.9484,0.96518,0.96667,0.98082,0.54536,0.35465,1.87687,0.14591,0.28168,0.62033,0.00131096,0.00131096,0.00131096
176,3389.62,0.24038,1.6589,0.17033,0.21981,0.88713,0.99824,1,0.995,0.94316,0.93169,0.93333,0.9322,0.57375,0.36719,1.79848,0.14551,0.2971,0.63065,0.001307,0.001307,0.001307
177,3408.7,0.24729,1.77936,0.15479,0.22556,0.91573,0.99818,1,0.995,0.9451,0.96505,0.96667,0.97911,0.61427,0.35829,1.75587,0.14952,0.30176,0.62755,0.00130304,0.00130304,0.00130304
178,3427.73,0.22889,1.71203,0.16123,0.21766,0.88487,0.99819,1,0.995,0.93818,0.96499,0.96667,0.98082,0.61556,0.33979,1.6659,0.15122,0.28602,0.62516,0.00129908,0.00129908,0.00129908
179,3446.58,0.23302,1.78591,0.1648,0.22761,0.89144,0.9982,1,0.995,0.94506,0.96492,0.96667,0.97565,0.54481,0.35847,1.90348,0.14761,0.3158,0.6472,0.00129512,0.00129512,0.00129512
180,3465.65,0.2336,1.60925,0.16102,0.21686,0.90678,0.99828,1,0.995,0.95305,0.99828,1,0.995,0.62073,0.33663,1.81554,0.15443,0.29173,0.62655,0.00129116,0.00129116,0.00129116
181,3484.71,0.22255,1.60706,0.16963,0.22309,0.89287,0.99822,1,0.995,0.94719,0.99822,1,0.995,0.65187,0.35773,1.59883,0.15641,0.27088,0.64362,0.0012872,0.0012872,0.0012872
182,3504.11,0.24263,1.77973,0.1624,0.22344,0.91386,0.9982,1,0.995,0.95767,0.9982,1,0.995,0.66824,0.34263,1.57147,0.1499,0.26575,0.63225,0.00128324,0.00128324,0.00128324
183,3523.48,0.24967,1.72722,0.16907,0.22283,0.90518,0.99823,1,0.995,0.96735,0.96495,0.96667,0.98031,0.58507,0.32695,1.65385,0.14402,0.2732,0.61032,0.00127928,0.00127928,0.00127928
184,3542.46,0.23604,1.70614,0.16849,0.21752,0.89565,1,1,0.995,0.95528,0.96667,0.96667,0.9824,0.5948,0.32654,1.65411,0.14118,0.26303,0.61727,0.00127532,0.00127532,0.00127532
185,3561.44,0.23104,1.74255,0.15816,0.21597,0.90611,1,1,0.995,0.97202,0.96667,0.96667,0.9824,0.63984,0.33442,1.57709,0.14348,0.26884,0.62636,0.00127136,0.00127136,0.00127136
186,3580.67,0.25345,1.57531,0.16411,0.22374,0.90023,0.99821,1,0.995,0.95283,0.93192,0.93333,0.95828,0.63521,0.33922,1.62618,0.14145,0.27999,0.6302,0.0012674,0.0012674,0.0012674
187,3600.03,0.22026,1.557,0.16286,0.20387,0.89116,0.99821,1,0.995,0.96906,0.96494,0.96667,0.98031,0.63208,0.30087,1.60267,0.14215,0.27316,0.59901,0.00126344,0.00126344,0.00126344
188,3619.41,0.23738,1.54024,0.16799,0.20815,0.89493,0.99825,1,0.995,0.97653,0.99825,1,0.995,0.64547,0.29825,1.47173,0.13958,0.29034,0.59456,0.00125948,0.00125948,0.00125948
189,3638.68,0.23422,1.51029,0.16325,0.22022,0.8948,0.99821,1,0.995,0.97703,0.96493,0.96667,0.97891,0.56648,0.30973,1.60655,0.14384,0.29306,0.6121,0.00125552,0.00125552,0.00125552
190,3657.84,0.23981,1.52486,0.1693,0.22804,0.88037,0.99819,1,0.995,0.9725,0.99819,1,0.995,0.62421,0.31761,1.44489,0.14693,0.30612,0.59937,0.00125156,0.00125156,0.00125156
191,3677,0.22836,1.52907,0.1681,0.21798,0.88296,0.99825,1,0.995,0.95668,0.96497,0.96667,0.97774,0.65862,0.31664,1.45795,0.14317,0.28476,0.60562,0.0012476,0.0012476,0.0012476
192,3696.4,0.23798,1.52665,0.16019,0.22218,0.89653,0.99808,1,0.995,0.91871,0.99808,1,0.995,0.65273,0.39912,1.55124,0.15047,0.3282,0.66325,0.00124364,0.00124364,0.00124364
193,3715.56,0.24037,1.49027,0.16265,0.22194,0.88774,0.99818,1,0.995,0.95455,0.99818,1,0.995,0.65812,0.35127,1.44477,0.14617,0.30552,0.62518,0.00123968,0.00123968,0.00123968
194,3734.82,0.22972,1.58174,0.16515,0.21546,0.88226,0.99825,1,0.995,0.96519,0.96595,0.96667,0.98082,0.59964,0.32821,1.59433,0.15463,0.29349,0.60828,0.00123572,0.00123572,0.00123572
195,3753.86,0.22927,1.55295,0.15464,0.21546,0.90309,0.99822,1,0.995,0.95363,0.96621,0.96667,0.97991,0.6347,0.31336,1.50952,0.14465,0.28764,0.60035,0.00123176,0.00123176,0.00123176
196,3772.89,0.23638,1.6046,0.16871,0.22472,0.89505,0.99811,1,0.995,0.94698,0.96666,0.96667,0.98184,0.62219,0.35117,1.49469,0.14657,0.27769,0.6307,0.0012278,0.0012278,0.0012278
197,3791.71,0.22526,1.49801,0.15914,0.21211,0.90656,0.99818,1,0.995,0.97755,0.99818,1,0.995,0.63178,0.31301,1.48394,0.14918,0.25142,0.61208,0.00122384,0.00122384,0.00122384
198,3810.55,0.23367,1.38217,0.16084,0.20956,0.88834,0.99823,1,0.995,0.95422,0.99823,1,0.995,0.68272,0.3183,1.39117,0.14673,0.2777,0.61888,0.00121988,0.00121988,0.00121988
199,3830.75,0.24234,1.52221,0.15295,0.22564,0.91043,0.99825,1,0.995,0.93219,0.99825,1,0.995,0.63749,0.34857,1.66117,0.14321,0.28514,0.6329,0.00121592,0.00121592,0.00121592
200,3850.14,0.22661,1.45762,0.15043,0.2189,0.89438,0.99822,1,0.995,0.94106,0.99822,1,0.995,0.72105,0.3645,1.29986,0.14149,0.28009,0.6548,0.00121196,0.00121196,0.00121196
201,3869.4,0.22688,1.45144,0.16413,0.2149,0.8923,0.99821,1,0.995,0.95699,0.99821,1,0.995,0.65574,0.33993,1.59373,0.14025,0.26902,0.63106,0.001208,0.001208,0.001208
202,3888.89,0.23186,1.43158,0.15424,0.21294,0.89076,0.99824,1,0.995,0.95084,0.99824,1,0.995,0.68934,0.33088,1.41434,0.13924,0.2701,0.62093,0.00120404,0.00120404,0.00120404
203,3908.82,0.2332,1.53212,0.16059,0.21867,0.89617,0.99819,1,0.995,0.9408,0.99819,1,0.995,0.62306,0.34124,1.52222,0.13871,0.26693,0.62478,0.00120008,0.00120008,0.00120008
204,3928.16,0.22452,1.47993,0.15387,0.22474,0.8982,0.99815,1,0.995,0.95324,0.96506,0.96667,0.98082,0.73749,0.32138,1.23401,0.14053,0.26406,0.62102,0.00119612,0.00119612,0.00119612
205,3947.9,0.2146,1.433,0.16244,0.21083,0.88773,0.99822,1,0.995,0.96132,0.96495,0.96667,0.98031,0.6737,0.2921,1.38016,0.14004,0.24239,0.58731,0.00119216,0.00119216,0.00119216
206,3967.24,0.22896,1.39943,0.15433,0.21678,0.89854,0.99821,1,0.995,0.96746,0.96494,0.96667,0.98031,0.59861,0.32072,1.6021,0.1367,0.28876,0.60293,0.0011882,0.0011882,0.0011882
207,3986.55,0.23104,1.55003,0.16079,0.21515,0.88086,0.99817,1,0.995,0.97621,0.99817,1,0.995,0.60548,0.31182,1.62109,0.137,0.27536,0.60236,0.00118424,0.00118424,0.00118424
208,4005.9,0.21906,1.39534,0.15844,0.20878,0.88562,0.99819,1,0.995,0.98205,0.96492,0.96667,0.96231,0.63485,0.32103,1.45438,0.13789,0.26878,0.60686,0.00118028,0.00118028,0.00118028
209,4024.9,0.22947,1.55096,0.17375,0.21165,0.88031,0.99824,1,0.995,0.97898,0.99824,1,0.995,0.63732,0.30756,1.49737,0.14292,0.27568,0.59929,0.00117632,0.00117632,0.00117632
210,4043.95,0.22916,1.42553,0.15525,0.20838,0.89357,0.9982,1,0.995,0.96305,0.9982,1,0.995,0.73194,0.33034,1.25065,0.14585,0.29152,0.617,0.00117236,0.00117236,0.00117236
211,4063.56,0.24416,1.44985,0.15867,0.21697,0.90026,1,1,0.995,0.95127,1,1,0.995,0.70636,0.3569,1.38918,0.14897,0.31007,0.63725,0.0011684,0.0011684,0.0011684
212,4082.58,0.22633,1.36466,0.14993,0.20094,0.89051,1,1,0.995,0.95716,1,1,0.995,0.70707,0.3187,1.30221,0.13811,0.26025,0.59656,0.00116444,0.00116444,0.00116444
213,4101.75,0.21658,1.28401,0.15329,0.20334,0.87752,1,1,0.995,0.97129,1,1,0.995,0.66731,0.31308,1.46956,0.13847,0.24182,0.59975,0.00116048,0.00116048,0.00116048
214,4120.6,0.2025,1.32793,0.15288,0.19865,0.86676,0.99825,1,0.995,0.97426,0.99825,1,0.995,0.70066,0.28896,1.34916,0.13788,0.2464,0.58132,0.00115652,0.00115652,0.00115652
215,4139.43,0.21749,1.41303,0.15258,0.19899,0.872,1,1,0.995,0.97679,1,1,0.995,0.63735,0.29335,1.40901,0.13867,0.25145,0.58088,0.00115256,0.00115256,0.00115256
216,4158.57,0.22082,1.25545,0.14925,0.20409,0.89652,0.99821,1,0.995,0.96969,0.99821,1,0.995,0.68506,0.31428,1.30988,0.14973,0.28503,0.59171,0.0011486,0.0011486,0.0011486
217,4177.43,0.21901,1.39152,0.15782,0.21038,0.8906,0.99819,1,0.995,0.94647,0.99819,1,0.995,0.70083,0.32714,1.37424,0.15258,0.30457,0.61023,0.00114464,0.00114464,0.00114464
218,4196.24,0.22117,1.28715,0.15409,0.21597,0.90401,0.99822,1,0.995,0.95882,0.99822,1,0.995,0.7187,0.30532,1.34068,0.15699,0.28424,0.58646,0.00114068,0.00114068,0.00114068
219,4215.8,0.21738,1.34099,0.15233,0.20463,0.88842,0.9982,1,0.995,0.97891,0.9982,1,0.995,0.70488,0.30314,1.389,0.15451,0.30065,0.58224,0.00113672,0.00113672,0.00113672
220,4235.14,0.22823,1.38596,0.14827,0.20847,0.90209,0.99821,1,0.995,0.96052,0.99821,1,0.995,0.69954,0.33046,1.34881,0.15354,0.29912,0.60101,0.00113276,0.00113276,0.00113276
221,4254.43,0.21625,1.25297,0.17437,0.20504,0.88725,0.9982,1,0.995,0.94821,0.9982,1,0.995,0.73926,0.30895,1.28708,0.15456,0.28833,0.60207,0.0011288,0.0011288,0.0011288
222,4273.94,0.21509,1.25673,0.15709,0.20066,0.88699,0.99821,1,0.995,0.95812,0.99821,1,0.995,0.7558,0.31625,1.26231,0.15482,0.28348,0.626,0.00112484,0.00112484,0.00112484
223,4293.59,0.22647,1.18404,0.15666,0.21476,0.88824,1,1,0.995,0.97515,1,1,0.995,0.7003,0.28786,1.30814,0.14987,0.32445,0.60228,0.00112088,0.00112088,0.00112088
224,4312.7,0.22169,1.26871,0.1555,0.20736,0.90317,1,1,0.995,0.97066,1,1,0.995,0.70184,0.30794,1.3362,0.14446,0.31495,0.61039,0.00111692,0.00111692,0.00111692
225,4331.74,0.21666,1.3757,0.15753,0.20318,0.89078,0.99826,1,0.995,0.9401,0.99826,1,0.995,0.57758,0.37772,1.54116,0.1511,0.31379,0.65717,0.00111296,0.00111296,0.00111296
226,4350.73,0.22715,1.33896,0.15772,0.20861,0.89921,1,1,0.995,0.96789,1,1,0.995,0.64785,0.29606,1.2614,0.14274,0.2669,0.60678,0.001109,0.001109,0.001109
227,4369.78,0.21223,1.21646,0.15646,0.20507,0.87626,1,1,0.995,0.94425,1,1,0.995,0.71961,0.33587,1.19813,0.1426,0.27044,0.63442,0.00110504,0.00110504,0.00110504
228,4388.64,0.21691,1.20366,0.15452,0.20731,0.89072,1,1,0.995,0.96457,1,1,0.995,0.72311,0.28413,1.20817,0.13824,0.25767,0.59188,0.00110108,0.00110108,0.00110108
229,4407.56,0.20954,1.14377,0.14834,0.20016,0.8779,1,1,0.995,0.95992,1,1,0.995,0.75349,0.31111,1.18079,0.13943,0.25151,0.5977,0.00109712,0.00109712,0.00109712
230,4426.41,0.20312,1.31441,0.16202,0.19562,0.87211,0.99825,1,0.995,0.96738,0.99825,1,0.995,0.74416,0.29717,1.1585,0.13944,0.25302,0.59206,0.00109316,0.00109316,0.00109316
231,4445.27,0.21861,1.2467,0.15958,0.19997,0.88709,1,1,0.995,0.95132,1,1,0.995,0.73442,0.29672,1.22623,0.13511,0.24284,0.58876,0.0010892,0.0010892,0.0010892
232,4464.02,0.20388,1.30729,0.15909,0.19946,0.87031,0.99823,1,0.995,0.95098,0.99823,1,0.995,0.70764,0.28401,1.24919,0.13684,0.25448,0.57288,0.00108524,0.00108524,0.00108524
233,4483.1,0.20926,1.26867,0.15418,0.20841,0.8844,0.99823,1,0.995,0.96858,0.99823,1,0.995,0.70549,0.28803,1.25105,0.13834,0.24176,0.57634,0.00108128,0.00108128,0.00108128
234,4502.11,0.20825,1.3114,0.16449,0.19956,0.87159,0.99825,1,0.995,0.98063,0.99825,1,0.995,0.69801,0.28112,1.29945,0.13539,0.24561,0.57084,0.00107732,0.00107732,0.00107732
235,4521.46,0.20071,1.36107,0.14929,0.19562,0.89103,0.99828,1,0.995,0.97626,0.99828,1,0.995,0.74094,0.28412,1.18344,0.13854,0.24059,0.57427,0.00107336,0.00107336,0.00107336
236,4541.1,0.20132,1.21318,0.14876,0.18892,0.88356,1,1,0.995,0.97379,1,1,0.995,0.71675,0.28322,1.18813,0.13867,0.26258,0.58988,0.0010694,0.0010694,0.0010694
237,4560.28,0.21647,1.35855,0.15384,0.20258,0.88159,1,1,0.995,0.96714,1,1,0.995,0.72867,0.29222,1.2028,0.13552,0.24007,0.58684,0.00106544,0.00106544,0.00106544
238,4579.59,0.21157,1.40763,0.14776,0.20224,0.88144,0.9982,1,0.995,0.98925,0.9982,1,0.995,0.67525,0.26337,1.34343,0.13961,0.26376,0.55108,0.00106148,0.00106148,0.00106148
239,4599.23,0.2069,1.29407,0.15328,0.20059,0.87513,1,1,0.995,0.98315,1,1,0.995,0.68115,0.25695,1.38276,0.14709,0.26198,0.55497,0.00105752,0.00105752,0.00105752
240,4618.3,0.2036,1.2643,0.14329,0.19447,0.8845,1,1,0.995,0.97797,1,1,0.995,0.69455,0.27917,1.35764,0.1434,0.24217,0.56729,0.00105356,0.00105356,0.00105356
